label,file,obj0,obj1,obj2,obj3,total_production,avg_daily_production,avg_daily_active,material_shortage,excess_machines,penalty_score
pareto01,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto01.xlsx,-74090.0,0.11867629035598201,0.0040322575604839345,0.16688918466549585,74090.0,2390.0,7.967741935483871,0.0,0.0,330000.0
pareto02,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto02.xlsx,-76006.0,0.052400890625759144,0.024193545362903607,0.15097498277934102,76006.0,2451.8064516129034,7.806451612903226,0.0,0.0,1480000.0
pareto03,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto03.xlsx,-96055.8,0.24795669093656844,0.040322575604839345,0.32311129027117325,96055.8,3098.574193548387,7.67741935483871,0.0,0.0,2358000.0
pareto04,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto04.xlsx,-96055.8,0.24795669093656844,0.040322575604839345,0.32311129027117325,96055.8,3098.574193548387,7.67741935483871,0.0,0.0,2358000.0
pareto05,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto05.xlsx,-96055.8,0.24795669093656844,0.040322575604839345,0.32311129027117325,96055.8,3098.574193548387,7.67741935483871,0.0,0.0,2358000.0
pareto06,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto06.xlsx,-86541.6,0.11840926296056092,0.08467740877016261,0.17437661083919342,86541.6,2791.6645161290326,7.32258064516129,0.0,0.0,6180016.0
pareto07,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto07.xlsx,-71090.0,0.08393965303571581,0.008064515120967869,0.15030810276810225,71090.0,2293.2258064516127,7.935483870967742,0.0,0.0,410000.0
pareto08,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto08.xlsx,-74361.0,0.044798700983528505,0.020161287802419672,0.19333402399100716,74361.0,2398.7419354838707,7.838709677419355,0.0,0.0,1150000.0
pareto09,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto09.xlsx,-96055.8,0.24795669093656844,0.040322575604839345,0.32311129027117325,96055.8,3098.574193548387,7.67741935483871,0.0,0.0,2358000.0
pareto10,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto10.xlsx,-88052.2,0.2183986168303047,0.02822580292338754,0.25743270185366157,88052.2,2840.393548387097,7.774193548387097,0.0,0.0,1810000.0
pareto11,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_014559\pareto11.xlsx,-85192.0,0.15144381594778158,0.012096772681451803,0.17960240249591003,85192.0,2748.1290322580644,7.903225806451613,0.0,0.0,490012.0
