label,file,obj0,obj1,obj2,obj3,total_production,avg_daily_production,avg_daily_active,material_shortage,excess_machines,penalty_score
pareto01,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto01.xlsx,-63879.740928,0.5614363549728887,0.22580642338710033,0.3707096301822686,63879.740928,2060.636804129032,6.193548387096774,0.0,0.0,11676322.0
pareto02,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto02.xlsx,-69733.81504,0.6388744594017568,0.2540322263104879,0.46323881593374205,69733.81504,2249.4779045161285,5.967741935483871,0.0,0.0,12486316.0
pareto03,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto03.xlsx,-66411.9744,0.6104367162335618,0.2096773931451646,0.4708685611164133,66411.9744,2142.3217548387097,6.32258064516129,0.0,0.0,10606322.0
pareto04,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto04.xlsx,-71435.96832,0.7897552370858815,0.24193545362903607,0.5522359712683322,71435.96832,2304.38607483871,6.064516129032258,0.0,0.0,11754376.0
pareto05,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto05.xlsx,-72885.12,0.6888644366321032,0.24596771118952,0.5053793570369648,72885.12,2351.1329032258063,6.032258064516129,0.0,0.0,12576316.0
pareto06,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto06.xlsx,-71482.8592,0.7669847063387196,0.24193545362903607,0.6660152579933759,71482.8592,2305.898683870968,6.064516129032258,0.0,0.0,11804258.88
pareto07,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto07.xlsx,-63879.740928,0.5614363549728887,0.22580642338710033,0.3707096301822686,63879.740928,2060.636804129032,6.193548387096774,0.0,0.0,11676322.0
pareto08,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto08.xlsx,-68990.6647199744,0.6291000433061087,0.23387093850806817,0.48857124002432506,68990.6647199744,2225.5053135475614,6.129032258064516,0.0,0.0,11528279.0
pareto09,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto09.xlsx,-71435.96832,0.7897552370858815,0.24193545362903607,0.5522359712683322,71435.96832,2304.38607483871,6.064516129032258,0.0,0.0,11754376.0
pareto10,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto10.xlsx,-71482.8592,0.7669847063387196,0.24193545362903607,0.6660152579933759,71482.8592,2305.898683870968,6.064516129032258,0.0,0.0,11804258.88
pareto11,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto11.xlsx,-68003.23456000001,0.6034647574777101,0.21774190826613246,0.4344740206781611,68003.23456000001,2193.6527277419355,6.258064516129032,0.0,0.0,10766316.0
pareto12,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto12.xlsx,-67617.4,0.5637235379309338,0.21774190826613246,0.4688700777605213,67617.4,2181.206451612903,6.258064516129032,0.0,0.0,10766316.0
pareto13,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto13.xlsx,-70821.251136,0.655846625168901,0.22983868094758425,0.5123267193341156,70821.251136,2284.5564882580647,6.161290322580645,0.0,0.0,11014416.0
pareto14,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto14.xlsx,-72185.02368,0.7254838447106202,0.24596771118952,0.5017241826134726,72185.02368,2328.5491509677418,6.032258064516129,0.0,0.0,11768331.0
pareto15,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto15.xlsx,-69696.6656,0.6764228272383714,0.24193545362903607,0.45599774624659667,69696.6656,2248.2795354838713,6.064516129032258,0.0,0.0,11688313.0
pareto16,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto16.xlsx,-68653.14816000001,0.7136384994345113,0.21774190826613246,0.477416710996761,68653.14816000001,2214.6176825806456,6.258064516129032,0.0,0.0,10774278.0
pareto17,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto17.xlsx,-69733.81504,0.6388744594017568,0.2540322263104879,0.46323881593374205,69733.81504,2249.4779045161285,5.967741935483871,0.0,0.0,12486316.0
pareto18,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto18.xlsx,-71435.96832,0.7897552370858815,0.24193545362903607,0.5522359712683322,71435.96832,2304.38607483871,6.064516129032258,0.0,0.0,11754376.0
pareto19,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto19.xlsx,-65711.03039999999,0.5809499041077478,0.22177416582661638,0.45964054816502053,65711.03039999999,2119.7106580645163,6.225806451612903,0.0,0.0,10846280.0
pareto20,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto20.xlsx,-63879.740928,0.5614363549728887,0.22580642338710033,0.3707096301822686,63879.740928,2060.636804129032,6.193548387096774,0.0,0.0,11676322.0
pareto21,C:\Users\hp\Desktop\代码逻辑 - 副本\nsgablack\examples\cases\integrated_result_pareto_20260225_022256\pareto21.xlsx,-66411.9744,0.6104367162335618,0.2096773931451646,0.4708685611164133,66411.9744,2142.3217548387097,6.32258064516129,0.0,0.0,10606322.0
